,id,name,carb,protein,fat,salt,kcal
1729,D11495,핫 초콜릿 venti (iced),81.1,14.01,28.53,194.56,644.66
1730,D11496,시나몬 초콜릿 tall (hot),49.78,10.44,20.24,189.28,428.33
1731,D11497,시나몬 초콜릿 tall (iced),45.18,7.57,17.89,140.72,378.72
1732,D11498,시나몬 초콜릿 grande (hot),63.32,13.22,24.58,240.64,533.06
1733,D11499,시나몬 초콜릿 grande (iced),60.2,10.96,26.56,200.56,533.16
1734,D11500,시나몬 초콜릿 venti (hot),79.62,17.72,30.23,321.14,667.56
1735,D11501,시나몬 초콜릿 venti (iced),72.5,13.06,29.06,241.06,613.66
1736,D11502,그린민트 초콜릿 tall (hot),125.84,10.28,21.49,228.43,431.04
1737,D11503,그린민트 초콜릿 tall (iced),122.24,8.01,19.95,189.87,395.02
1738,D11504,그린민트 초콜릿 grande (hot),214.9,13.18,26.29,292.49,561.32
1739,D11505,그린민트 초콜릿 grande (iced),212.28,11.22,28.72,257.41,568.16
1740,D11506,그린민트 초콜릿 venti (hot),306.72,17.8,32.5,385.69,721.28
1741,D11507,그린민트 초콜릿 venti (iced),299.1,12.84,30.93,300.61,660.62
1742,D11508,그린라떼 tall (hot),38.65,9.2,11.83,147.5,296.3
1743,D11509,그린라떼 tall (iced),33.65,6.2,7.83,97.5,228.8
1744,D11510,그린라떼 grande (hot),52.81,12.1,15.52,193.5,397.27
1745,D11511,그린라떼 grande (iced),48.31,9.4,11.92,148.5,336.52
1746,D11512,그린라떼 venti (hot),69.97,16.8,21.61,269.5,538.74
1747,D11513,그린라떼 venti (iced),60.47,11.1,14.01,174.5,410.49
1748,D11514,밀크티 로열 tall (hot),52.99,5.49,12.11,118.34,340.89
1749,D11515,밀크티 로열 tall (iced),52.99,5.49,12.11,118.34,340.89
1750,D11516,밀크티 로열 grande (hot),63.76,7.17,15.22,151.22,418.21
1751,D11517,밀크티 로열 grande (iced),64.76,7.77,16.02,161.22,431.71
1752,D11518,밀크티 로열 venti (hot),74.53,8.85,18.33,184.1,498.53
1753,D11519,밀크티 로열 venti (iced),75.53,9.45,19.13,194.1,509.03
1754,D11520,군고구마 라떼 tall (hot),38.41,9.79,13.28,260.99,310.9
1755,D11521,군고구마 라떼 tall (iced),33.41,6.79,9.28,210.99,243.4
1756,D11522,블랙 티 얼 그레이 tall (hot),0,0,0,0,0
1757,D11523,블랙 티 얼 그레이 tall (iced),0,0,0,0,0
1758,D11524,블랙 티 얼 그레이 grande (hot),0,0,0,0,0
1759,D11525,블랙 티 얼 그레이 grande (iced),0,0,0,0,0
1760,D11526,블랙 티 잉글리쉬 블랙퍼스트 tall (hot),0,0,0,0,0.01
1761,D11527,블랙 티 잉글리쉬 블랙퍼스트 tall (iced),0,0,0,0,0.01
1762,D11528,블랙 티 잉글리쉬 블랙퍼스트 grande (hot),0,0,0,0,0.02
1763,D11529,블랙 티 잉글리쉬 블랙퍼스트 grande (iced),0,0,0,0,0.02
1764,D11530,허브 티 캐모마일 tall (hot),0,0,0,0.01,0.01
1765,D11531,허브 티 캐모마일 tall (iced),0,0,0,0.01,0.01
1766,D11532,허브 티 캐모마일 grande (hot),0,0,0,0.03,0.02
1767,D11533,허브 티 캐모마일 grande (iced),0,0,0,0.03,0.02
1768,D11534,허브 티 페퍼민트 tall (hot),0,0,0,0.02,0.01
1769,D11535,허브 티 페퍼민트 tall (iced),0,0,0,0.02,0.01
1770,D11536,허브 티 페퍼민트 grande (hot),0,0,0,0.04,0.02
1771,D11537,허브 티 페퍼민트 grande (iced),0,0,0,0.04,0.02
1772,D11538,허브 티 로즈마리 tall (hot),0,0,0,0,0
1773,D11539,허브 티 로즈마리 tall (iced),0,0,0,0,0
1774,D11540,허브 티 로즈마리 grande (hot),0,0,0,0,0
1775,D11541,허브 티 로즈마리 grande (iced),0,0,0,0,0
1776,D11542,허브 티 쟈스민 플라워 tall (hot),0,0,0,0.02,0.01
1777,D11543,허브 티 쟈스민 플라워 tall (iced),0,0,0,0.02,0.01
1778,D11544,허브 티 쟈스민 플라워 grande (hot),0,0,0,0.04,0.01
1779,D11545,허브 티 쟈스민 플라워 grande (iced),0,0,0,0.04,0.01
1780,D11546,허브 티 베이비 그린티 tall (hot),0,0,0,0.01,0.01
1781,D11547,허브 티 베이비 그린티 tall (iced),0,0,0,0.01,0.01
1782,D11548,허브 티 베이비 그린티 grande (hot),0,0,0,0.03,0.01
1783,D11549,허브 티 베이비 그린티 grande (iced),0,0,0,0.03,0.01
1784,D11550,허브 티 베이비 그린티 venti (hot),0,0,0,0,0
1785,D11551,허브 티 베이비 그린티 venti (iced),0,0,0,0,0
1786,D11552,유자차 tall,58.5,0,0,45,225
1787,D11553,유자차 grande,78,0,0,60,300
1788,D11554,유자차 venti,97.5,0,0,75,375
1789,D11555,후레쉬 티 자몽 tall,27,0.5,0,2.5,107.5
1790,D11556,후레쉬 티 자몽 grande,32.4,0.6,0,3,129
1791,D11557,후레쉬 티 자몽 venti,37.8,0.7,0,3.5,150.5
1792,D11558,후레쉬 티 레몬 tall (hot),26.5,0.5,0,2.5,105
1793,D11559,후레쉬 티 레몬 tall (iced),0,0,0,0,0
1794,D11560,후레쉬 티 레몬 grande (hot),31.8,0.6,0,0,126
1795,D11561,후레쉬 티 레몬 grande (iced),0,0,0,0,0
1796,D11562,아카시아 꿀차 tall,51.31,3.63,7.08,6,289.86
1797,D11563,아카시아 꿀차 grande,67.12,4.65,8.17,8,367.22
1798,D11564,아카시아 꿀차 venti,82.93,5.67,9.26,10,449.58
1799,D11565,바닐라 탐앤치노 tall,51.03,3.7,6.89,149.49,289.01
1800,D11566,바닐라 탐앤치노 grande,66.84,4.72,7.98,184.29,366.37
1801,D11567,바닐라 탐앤치노 venti,82.65,5.74,9.07,224.09,448.73
1802,D11568,에스프레소 탐앤치노 tall,37.15,3.16,7.62,120.09,236.14
1803,D11569,에스프레소 탐앤치노 grande,48.52,4.01,8.85,148.68,295.94
1804,D11570,에스프레소 탐앤치노 venti,59.89,4.86,10.08,182.28,360.74
1805,D11571,모카 탐앤치노 tall,53.87,4.54,7.54,111.99,303.19
1806,D11572,모카 탐앤치노 grande,70.66,5.96,8.84,140.14,387.44
1807,D11573,모카 탐앤치노 venti,87.45,7.38,10.13,173.29,476.69
1808,D11574,캬라멜 탐앤치노 tall,56.91,3.94,8.27,221.49,324.54
1809,D11575,캬라멜 탐앤치노 grande,77.78,5.17,9.81,298.83,426.84
1810,D11576,캬라멜 탐앤치노 venti,93.32,6.38,11.34,380.58,512.74
1811,D11577,시나몬 모카 탐앤치노 tall,46.54,3.45,6.2,86.94,261.69
1812,D11578,시나몬 모카 탐앤치노 grande,56.84,4.35,7.1,107.44,315.19
1813,D11579,시나몬 모카 탐앤치노 venti,67.14,5.25,8,132.94,373.69
1814,D11580,그린민트 모카 탐앤치노 tall,205.32,4.03,8.9,165.49,333
1815,D11581,그린민트 모카 탐앤치노 grande,291.14,5.05,10.31,198.69,411.96
1816,D11582,그린민트 모카 탐앤치노 venti,376.96,6.07,11.72,236.89,495.92
1817,D11583,그린 티 탐앤치노 tall,59.94,4.96,8.61,68.39,338
1818,D11584,그린 티 탐앤치노 grande,71.6,6.36,10.3,89.39,405.22
1819,D11585,그린 티 탐앤치노 venti,83.26,7.76,11.99,110.39,472.44
1820,D11586,시나몬 초콜릿 탐앤치노 tall,58.66,5.55,8.67,120.94,339.89
1821,D11587,시나몬 초콜릿  탐앤치노 grande,69.96,7.05,10.37,151.44,406.89
1822,D11588,시나몬 초콜릿 탐앤치노 venti,81.26,8.55,12.07,181.94,473.89
1823,D11589,그린민트 초콜릿 탐앤치노 tall,213.99,6.16,14.3,192.16,418.5
1824,D11590,그린민트 초콜릿 탐앤치노 grande,301.95,7.85,17.11,235.69,520.96
1825,D11591,그린민트 초콜릿 탐앤치노 venti,388.77,9.47,19.32,278.89,613.42
1826,D11592,자바 칩 탐앤치노 tall,69.4,6.99,13.23,151.56,423.39
1827,D11593,자바 칩 탐앤치노 grande,88.32,9.08,15.93,190.04,531.14
1828,D11594,자바 칩 탐앤치노 venti,106.11,11.1,18.02,228.19,628.89
1829,D11595,월넛치노 tall,98.33,11.35,21,108.68,621.7
1830,D11596,월넛치노 grande,113.13,13.36,23.87,135.17,714.57
1831,D11597,월넛치노 venti,127.93,15.37,26374,161.66,807.44
1832,D11598,플레인 요거트 스무디 tall,54.58,7.87,5.36,110.89,297.3
1833,D11599,플레인 요거트 스무디 grande,70.46,10.29,7.12,145.43,386.1
1834,D11600,플레인 요거트 스무디 venti,85.34,12.11,8.08,169.97,461.4
1835,D11601,프리미엄 요거트 스무디 tall,85,2.4,3.2,8,379
1836,D11602,프리미엄 요거트 스무디 grande,101.7,2.7,3.6,9,450.75
1837,D11603,프리미엄 요거트 스무디 venti,126.5,3,4,10,555
1838,D11604,프리미엄 스무디 블루베리 tall,85,2.4,3.2,190,379
1839,D11605,프리미엄 스무디 블루베리 grande,101.7,2.7,3.6,225,450.75
1840,D11606,프리미엄 스무디 블루베리 venti,126.5,3,4,275,555
1841,D11607,프리미엄 스무디 유자 tall,71.66,1.52,2.02,71.2,301.55
1842,D11608,프리미엄 스무디 유자 grande,104.24,2.28,3.03,104.29,439.83
1843,D11609,프리미엄 스무디 유자 venti,136.32,2.74,3.64,132.39,571.35
1844,D11610,과일 요거트 스무디 tall,79,2.4,3.7,8,359
1845,D11611,과일 요거트 스무디 grande,94.5,2.7,4.2,9,426.75
1846,D11612,과일 요거트 스무디 venti,117.5,3,4.75,10,525
1847,D11613,과일 스무디 딸기 tall,79,2.4,3.7,50,359
1848,D11614,과일 스무디 딸기 grande,94.5,2.7,4.2,57,426.75
1849,D11615,과일 스무디 딸기 venti,117.5,3,4.75,65,525
1850,D11616,과일 스무디 망고 tall,77,2.4,3.7,50,354
1851,D11617,과일 스무디 망고 grande,92.1,2.7,4.2,57,420.75
1852,D11618,과일 스무디 망고 venti,114.5,3,4.75,65,517.5
1853,D11619,홍시 스무디 tall,46.64,3.69,3.47,46.78,357.2
1854,D11620,후레쉬 에이드 자몽 tall,37.5,0.35,0,0,149.65
1855,D11621,후레쉬 에이드 자몽 grande,51.3,0.45,0,0,204.75
1856,D11622,후레쉬 에이드 망고 venti,62.7,0.55,0,0,250.25
1857,D11623,후레쉬 쥬스 오렌지 tall,26,0.5,0,2.5,105
1858,D11624,후레쉬 쥬스 오렌지 grande,31.2,0.6,0,3,126
1859,D11625,후레쉬 쥬스 오렌지 venti,36.4,0.7,0,3.5,147
1860,D11626,후레쉬 에이드 레몬  tall,37.15,0.35,0,16.63,147.9
1861,D11627,후레쉬 에이드 레몬  grande,50.85,0.45,0,23.85,202.5
1862,D11628,후레쉬 에이드 레몬  venti,62.15,0.55,0,29.15,247.5
1863,D11629,후레쉬 쥬스 자몽 tall,27,0.5,0,2.5,107.5
1864,D11630,후레쉬 쥬스 자몽 grande,32.4,0.6,0,3,129
1865,D11631,후레쉬 쥬스 자몽 venti,37.8,0.7,0,3.5,150.5
1866,D11632,후레쉬 주스 오렌지 tall,26,0.5,0,2.5,105
1867,D11633,후레쉬 주스 오렌지 grande,31.2,0.6,0,3,126
1868,D11635,블루레몬 에이드 grande,73.15,0.62,0.15,31.08,292.6
1869,D11636,아이스 티 복숭아 tall,44.1,0.42,0,14.7,179.34
1870,D11637,아이스 티 복숭아 grande,63,0.6,0,21,256.2
1871,D11638,아이스 티 복숭아 venti,77.7,0.74,0,25.9,315.98
1872,D11639,아이스 티 레몬 tall,44.52,0.42,0,15.75,180.6
1873,D11640,아이스 티 레몬 grande,63.6,0.6,0,22.5,258
1874,D11641,아이스 티 레몬 venti,78.44,0.74,0,27.75,318.2
1875,D11642,아이스 홍시 tall,26.65,0.66,0.15,3.99,173
1876,D11643,국내산 과일주스 딸기 grande,69.94,1.29,0.37,10.78,276.2
1877,D11644,유자에이드 tall,67.1,0,0,52.28,261.4
1878,D11645,유자에이드 grande,97.9,0,0,76.12,380.6
1879,D11646,유자에이드 venti,127.5,0,0,99,495
1880,D11668,아이스블루스노우모카 R,0,4.9,0,150.8,321.9
1881,D11669,아이스블루스노우모카 L,0,8.3,0,253.8,499.7
1882,D11670,블루스노우모카 R,0,8.5,0,210.8,416.5
1883,D11671,블루스노우모카 L,0,11,0,298.8,574.8
1884,D11672,넘버 원 모카 R,0,8.1,0,248.5,463.7
1885,D11673,넘버 원 모카 L,0,10.3,0,286.8,541
1886,D11674,시나몬 크림 모카 R,0,7,0,173.4,225.7
1887,D11675,시나몬 크림 모카 L,0,9.2,0,246.8,295.6
1888,D11676,화이트 모카 R,0,7.3,0,267.4,394.8
1889,D11677,화이트 모카 L,0,9.1,0,380.3,531.6
1890,D11678,아이스 아메리카노 R,0,0,0,30,5
1891,D11679,아이스 아메리카노 L,0,0,0,60,10
1892,D11680,아메리카노 R,0,0,0,30,5
1893,D11681,아메리카노 L,0,0,0,60,10
1894,D11682,카페라떼 R,0,7.2,0,150,161
1895,D11683,카페라떼 L,0,9,0,210,205
1896,D11684,아이스 카페라떼R,0,5.4,0,120,122
1897,D11685,아이스 카페라떼L,0,8.1,0,195,185.5
1898,D11686,민트모카 R,0,10.3,0,240.9,482.9
1899,D11687,민트모카 L,0,15.6,0,357.5,631.6
1900,D11688,아이스 민트모카 R,0,6.7,0,180.9,404.9
1901,D11689,아이스 민트모카 L,0,9.7,0,260,518.4
1902,D11690,에스프레소 토피넛라떼 R,0,8.4,0,258.9,445.9
1903,D11691,에스프레소 토피넛라떼 L,0,10.8,0,368.6,598.2
1904,D11692,아이스 에스프레소 토피넛라떼 R,0,4.8,0,198.9,367.9
1905,D11693,아이스 에스프레소 토피넛라떼 L,0,6.3,0,293.6,500.7
1906,D11694,아이스 화이트모카 R,0,4.5,0,234,347.3
1907,D11695,아이스 화이트모카 L,0,7.9,0,375.3,523.6
1908,D11696,아이스 넘버원모카 R,0,3.6,0,173.5,366.2
1909,D11697,아이스 넘버원모카 L,0,10.3,0,293.6,567.5
1910,D11698,아이스 카라멜모카 R,0,7.9,0,0,427.6
1911,D11699,아이스 카라멜모카 L,0,5,0,0,319.4
1912,D11700,아이스 카페모카 R,0,5,0,155.5,319.4
1913,D11701,아이스 카페모카 L,0,8.4,0,258.5,480.6
1914,D11702,아이스 연라떼 R,0,4.5,0,104,158.5
1915,D11703,아이스 연라떼 L,0,8.1,0,193.4,267.5
1916,D11704,아이스 카라멜 마끼아또 R,0,2.5,0,75.9,136.7
1917,D11705,아이스 카라멜 마끼아또 L,0,5.1,0,149,229.8
1918,D11706,아이스 바닐라라떼 R,0,5.4,0,120.6,154
1919,D11707,아이스 바닐라라떼 L,0,11.3,0,245.9,331.8
1920,D11708,아이스 카푸치노 R,0,1.5,0,55.1,41.5
1921,D11709,아이스 카푸치노 L,0,3.6,0,120.1,92
1922,D11710,아이스 카라멜 라떼 R,0,5.4,0,121.2,187.6
1923,D11711,아이스 카라멜 라떼 L,0,8.1,0,196.8,283.9
1924,D11713,콘파냐,0,0,0,34.7,32
1925,D11715,카라멜 라떼 R,0,7.2,0,151.2,226.6
1926,D11716,카라멜 라떼 L,0,9,0,210,303.4
1927,D11717,바닐라라떼 R,0,7.2,0,150.6,193
1928,D11718,바닐라라떼 L,0,9,0,210.9,253
1929,D11719,연라떼 R,0,7.5,0,154,223.5
1930,D11720,연라떼 L,0,10.4,0,230,316.2
1931,D11723,카라멜 마끼아또 R,0,5.5,0,125.9,201.7
1932,D11724,카라멜 마끼아또 L,0,7.3,0,186.5,278.5
1933,D11725,카라멜모카 R,0,8,0,234.8,396.1
1934,D11726,카라멜모카 L,0,11.1,0,303.5,539.1
1935,D11727,딸기라떼 R,0,4.5,0,71.1,209.3
1936,D11728,딸기라떼 L,0,4.4,0,69.5,286
1937,D11729,진저라떼 R,0,7.2,0,125,265.4
1938,D11730,진저라떼 L,0,9,0,157.5,359.1
1939,D11731,캐시미어 초코 R,0,10.2,0,159.9,533.3
1940,D11732,캐시미어 초코 L,0,14.9,0,228.4,785
1941,D11733,토피넛 라떼 R,0,8.4,0,228.9,440.9
1942,D11734,토피넛 라떼 L,0,10.8,0,308.6,588.2
1943,D11735,아이스 화이트초코 라떼 R,0,4.5,0,188.1,333.2
1944,D11736,아이스 화이트초코 라떼 L,0,9,0,317.4,543
1945,D11737,아이스 초코 라떼 R,0,5.9,0,135.9,323.9
1946,D11738,아이스 초코 라떼 L,0,9.7,0,216.4,489.9
1947,D11739,아이스 토피넛 라떼 R,0,4.8,0,168.9,362.9
1948,D11740,아이스 토피넛 라떼 L,0,6.3,0,233.6,490.7
1949,D11741,아이스 고구마라떼 R,0,4.6,0,69,253.6
1950,D11742,아이스 고구마라떼 L,0,7,0,104.1,398.8
1951,D11743,고구마라떼 R,0,7.4,0,111.6,381.3
1952,D11744,고구마라떼 L,0,11,0,168,519
1953,D11745,오곡라떼 R,0,10.2,0,164.4,341.1
1954,D11746,오곡라떼 L,0,13.5,0,223.4,474.3
1955,D11747,아이스 그린티라떼 R,0,5.1,0,75,216.3
1956,D11748,아이스 그린티라떼 L,0,8.1,0,120,334.2
1957,D11749,아이스 오곡라떼 R,0,7,0,123.1,296.8
1958,D11750,아이스 오곡라떼 L,0,11.2,0,194.7,470.1
1959,D11751,녹차라떼 R,0,7.7,0,120,245.1
1960,D11752,녹차라떼 L,0,9.6,0,150,313.8
1961,D11753,아이스 홍차라떼 R,0,5.4,0,88.1,238.8
1962,D11754,아이스 홍차라떼 L,0,7.5,0,123.3,334.3
1963,D11755,시나몬 크림 초코 R,0,7,0,143.4,220.7
1964,D11756,시나몬 크림 초코 L,0,9.2,0,186.6,285.3
1965,D11757,아이스 시나몬크림초코 R,0,3.1,0,78.4,136.2
1966,D11758,아이스 시나몬크림초코 L,0,5.6,0,126.6,207.3
1967,D11759,홍차라떼 R,0,7.9,0,130.5,269
1968,D11760,홍차라떼 L,0,10.1,0,165.7,364.5
1969,D11761,리얼프리미엄 초코 R,0,11.3,0,130.1,478.1
1970,D11762,리얼프리미엄 초코 L,0,16.9,0,195.1,715.1
1971,D11763,리얼프리미엄 모카 R,0,8,0,132.1,462.6
1972,D11764,리얼프리미엄 모카 L,0,12.7,0,216.8,712.1
1973,D11765,리얼프리미엄 바닐라 R,0,6.5,0,161,336.9
1974,D11766,리얼프리미엄 바닐라 L,0,11.2,0,256.7,509.1
1975,D11767,초코 라떼 R,0,8.6,0,180.9,382.4
1976,D11768,초코 라떼 L,0,11.1,0,238.9,519.1
1977,D11769,아이스 민트초코 라떼 R,0,6,0,133.9,370.3
1978,D11770,아이스 민트초코 라떼 L,0,7.7,0,159,443.6
1979,D11771,민트초코 라떼 R,0,9.6,0,193.9,448.3
1980,D11772,민트초코 라떼 L,0,11.3,0,218.8,513.6
1981,D11773,화이트초코 라떼 R,0,7.2,0,233.1,391.7
1982,D11774,화이트초코 라떼 L,0,9,0,317.4,543
1983,D11775,수박 프로스트 R,0,14,0,120,161.6
1984,D11776,수박 프로스트 L,0,21,0,180,242.4
1985,D11777,청포도 프로스트 R,0,0,0,5,227.2
1986,D11778,청포도 프로스트 L,0,0,0,8,374.4
1987,D11779,초코 파르페,0,9.2,0,247,598.9
1988,D11780,딸기치즈 프로스트 R,0,6,0,218.3,411.9
1989,D11781,딸기치즈 프로스트 L,0,9.7,0,354.6,701.4
1990,D11782,딸퐁 요거트 프로스트 R,0,6.6,0,144.7,427.4
1991,D11783,딸퐁 요거트 프로스트 L,0,8.7,0,192.4,545
1992,D11784,깔라만시 프로스트 R,0,4.3,0,78.5,319.1
1993,D11785,깔라만시 프로스트 L,0,6,0,110.2,468.9
1994,D11786,그래놀라요거트프로스트(블루베리) R,0,6.6,0,209.8,369.9
1995,D11787,그래놀라요거트프로스트(블루베리) L,0,10.2,0,334.7,574.9
1996,D11788,리얼 쿠앤크 쉐이크,0,3.7,0,183.9,382.8
1997,D11789,리얼 블루베리 쉐이크,0,2.6,0,90.9,252.1
1998,D11790,리얼 딸기 쉐이크,0,3.3,0,57.8,280.8
1999,D11791,오리지널 바닐라 쉐이크,0,3.1,0,50.1,186.3
2000,D11792,블루베리 버블 프로스트 R,0,2.5,0,70.3,366
2001,D11793,블루베리 버블 프로스트 L,0,4.9,0,125.4,633.9
2002,D11794,타로 버블 프로스트 R,0,2.7,0,145.2,371.9
2003,D11795,타로 버블 프로스트 L,0,5.2,0,237.8,642.8
2004,D11796,망고 버블 프로스트 R,0,2.5,0,126.3,360.2
2005,D11797,망고 버블 프로스트 L,0,4.8,0,209.4,625.2
2006,D11798,모카 프로스트 R,0,4.7,0,201.1,447.4
2007,D11799,모카 프로스트 L,0,7.1,0,311.9,653.1
2008,D11800,에스프레소 프로스트 R,0,2.4,0,164.7,304.7
2009,D11801,에스프레소 프로스트 L,0,4.1,0,222.2,448.3
2010,D11802,자바칩모카 프로스트 R,0,6.6,0,214.6,484.2
2011,D11803,자바칩모카 프로스트 L,0,9.9,0,332.2,708.3
2012,D11804,카라멜 프로스트 R,0,3.4,0,239.7,444.8
2013,D11805,카라멜 프로스트 L,0,7.1,0,311.9,653.1
2014,D11806,자바칩 프로스트 R,0,7.4,0,195,488.7
2015,D11807,자바칩 프로스트 L,0,11.6,0,297.6,727.3
2016,D11808,녹차 프로스트 R,0,5.5,0,89.1,360.7
2017,D11809,녹차 프로스트 L,0,8,0,131.3,495.8
2018,D11810,고구마 프로스트 R,0,6.5,0,93,448.7
2019,D11811,고구마 프로스트 L,0,9.8,0,139.5,673.1
2020,D11812,화이트 프로스트 R,0,4.5,0,262.4,490.9
2021,D11813,화이트 프로스트 L,0,7.2,0,324.3,619.5
2022,D11814,오곡프로스트 R,0,7.2,0,80,404.3
2023,D11815,오곡프로스트 L,0,10,0,118.1,578.1
2024,D11816,유자 프로스트 R,0,3.6,0,120,305.2
2025,D11817,유자 프로스트 L,0,5.4,0,202.5,532.8
2026,D11818,키위 프로스트 R,0,4.7,0,82.9,298.6
2027,D11819,키위 프로스트 L,0,7.4,0,130,503
2028,D11820,망고 프로스트 R,0,5,0,67.1,336.6
2029,D11821,망고 프로스트 L,0,7.4,0,100,479
2030,D11822,딸기 프로스트 R,0,4.7,0,100,276.9
2031,D11823,딸기 프로스트 L,0,7.4,0,160,465
2032,D11824,믹스베리 프로스트 R,0,3.6,0,67.1,330.9
2033,D11825,믹스베리 프로스트 L,0,5.4,0,100,471
2034,D11826,플레인 요거트 프로스트,0,5.7,0,84.4,253.1
2035,D11827,딸기 요거트 프로스트 R,0,3.8,0,66.3,255.2
2036,D11828,딸기 요거트 프로스트 L,0,5.6,0,99.4,382.8
2037,D11829,키위 요거트 프로스트 R,0,3.8,0,57.7,266
2038,D11830,키위 요거트 프로스트 L,0,5.6,0,86.6,399.1
2039,D11831,망고 요거트 프로스트 R,0,3.8,0,49.2,259.2
2040,D11832,망고 요거트 프로스트 L,0,5.6,0,73.7,388.8
2041,D11833,청포도 에이드 R,0,0,0,2,107.2
2042,D11834,청포도 에이드 L,0,0,0,4,187.2
2043,D11835,깔라만시 팝핑에이드 R,0,0.3,0,21.6,105.4
2044,D11836,깔라만시 팝핑에이드 L,0,0.5,0,42.6,187.3
2045,D11837,깔라망코주스 R,0,0.2,0,31.6,170.4
2046,D11838,깔라망코주스 L,0,0.2,0,47.2,243.9
2047,D11839,오리지널 깔라만시 R,0,0.2,0,2.2,93.9
2048,D11840,오리지널 깔라만시 L,0,0.4,0,3.2,140.8
2049,D11841,유자몽 에이드 R,0,0,0,60,257.6
2050,D11842,유자몽 에이드 L,0,0,0,90,386.4
2051,D11843,허니코코망고 에이드,0,0,0,60,200
2052,D11845,블루 레몬 에이드 R,0,0,0,50,236.4
2053,D11846,블루 레몬 에이드 L,0,0,0,50,269.6
2054,D11847,레몬 에이드 L,0,0,0,50,251.6
2055,D11848,자몽에이드 R,0,0,0,40,200
2056,D11849,자몽에이드 L,0,0,0,60,300
2057,D11850,석류 아이스티 R,0,0,0,16.9,180
2058,D11851,석류 아이스티 L,0,0,0,25.3,270
2059,D11852,핑크레몬에이드 R,0,0,0,22.5,180
2060,D11853,핑크레몬에이드 L,0,0,0,33.8,270
2061,D11854,블루베리에이드 R,0,0,0,0,180
2062,D11855,블루베리에이드 L,0,0,0,0,270
2063,D11856,딸기주스 R,0,1.1,0,1.7,170.5
2064,D11857,딸기주스 L,0,1.7,0,2.6,255.8
2065,D11858,오렌지주스 R,0,2.4,0,0,171.9
2066,D11859,오렌지주스 L,0,3.9,0,0,279
2067,D11860,키위쥬스 R,0,2.3,0,6,176.4
2068,D11861,키위쥬스 L,0,3.4,0,9,264.6
2069,D11862,바나나주스 R,0,4.7,0,46.8,273.1
2070,D11863,바나나주스 L,0,7.4,0,77.7,419.4
2071,D11864,토마토쥬스 R,0,2.2,0,12.5,99.4
2072,D11865,토마토쥬스 L,0,3.7,0,21,157.2
2073,D11866,하이포션 레몬그라스 R,0,0,0,0,163.1
2074,D11867,하이포션 레몬그라스 L,0,0,0,0,244.7
2075,D11868,하이포션 로즈플라워 R,0,0,0,0,112.5
2076,D11869,하이포션 로즈플라워 L,0,0,0,0,168.8
2077,D11870,깔라봉 차 R,0,0.1,0,41.1,146.9
